payload,type,label
msg: @wheelzonfiree there's a google doc questionnaire somewhere on the discord,message,normal
msg: do you tho?,message,normal
message: same bro,message,normal
content: STOP CALLING ME OUT,message,normal
content: @wheelzonfiree Every once in a while there's a post on the sub,message,normal
txt: Powerlessness,message,normal
content: oh noo,message,normal
msg: looooooooool,message,normal
text: it's great,message,normal
msg: Wut,message,normal
msg: growing up as a teenager Pog,message,normal
content: common sense,message,normal
text: lmaoooooo,message,normal
message: post nut clarity KEKW,message,normal
txt: post nut,message,normal
msg: wait hold on now,message,normal
msg: wut?,message,normal
txt: stop Sadge,message,normal
msg: PNC is great,message,normal
txt: omg OMEGALUL help,message,normal
msg: KEKW hehehe,message,normal
txt: DOC DOESNT KNOW LUL OMEGALUL,message,normal
msg: NODDERS,message,normal
content: TRUE KEKW,message,normal
message: dr looks confused KEKW,message,normal
txt: Dr K looks so confused lmao,message,normal
message: haha what OMEGALUL,message,normal
txt: dude wut,message,normal
txt: no one?,message,normal
content: for the lulz,message,normal
msg: Feelsbadman,message,normal
msg: true,message,normal
txt: brave man  LUL,message,normal
content: LOLW,message,normal
message: doc is confusion,message,normal
text: Post but sucks,message,normal
msg: HAHAHA,message,normal
text: ?,message,normal
text: nut and listening to a sic breakdown,message,normal
content: well that took a turn,message,normal
text: yup,message,normal
text: does he know??? OMEGALUL,message,normal
content: dr. K like WTF,message,normal
content: PepeLaugh dr k,message,normal
message: DrK bewildered LUL,message,normal
content: Dr Ks Face lol,message,normal
text: also watches joe rogan LUL,message,normal
msg: true KEKW,message,normal
message: i get post nut clarity after eating a peanut butter sandwhich monkaW,message,normal
msg: ? WutFace LUL,message,normal
text: right,message,normal
msg: KEK,message,normal
msg: He doesnt know PepeLaugh,message,normal
text: I love how honest he is,message,normal
content: Nani?!,message,normal
message: BROOO lmao,message,normal
msg: Skillfully avoided talking about it,message,normal
txt: fantanoCry,message,normal
message: Same,message,normal
text: Lol he went there,message,normal
msg: whats this postnut depression,message,normal
msg: LUL LUL LUL,message,normal
message: YEP loading,message,normal
content: based Sadge,message,normal
message: when you nut and see your reflection in the screen,message,normal
txt: aaa DOC DOESNT KNOW LUL OMEGALUL,message,normal
content: me too,message,normal
txt: kekw,message,normal
message: PND....Big issue! KEKW,message,normal
message: thats a common thing,message,normal
msg: oh the dr dont know,message,normal
text: LULW WE,message,normal
content: OMEGALUL OMEGALUL OMEGALUL OMEGALUL,message,normal
msg: monkaHmm post... nut,message,normal
content: lole,message,normal
txt: loool,message,normal
message: Post Nut KEKW,message,normal
content: Sagde,message,normal
msg: LMFAODOAWODA,message,normal
text: mizkifOh,message,normal
message: BOOMER,message,normal
msg: LOOOOOL,message,normal
message: 🤣,message,normal
content: Wtf is PND,message,normal
msg: uhh,message,normal
txt: JODB,message,normal
content: POMEGALUL,message,normal
content: Dr K doesnt know,message,normal
msg: Sadge post nut depression,message,normal
message: KEKW KEKW,message,normal
text: me rn,message,normal
content: Hahahaha,message,normal
txt: HE DOESNT KNOW KEKW,message,normal
txt: //bit.ly/3r7CZfF,message,normal
content: AAAAAAAAAHAHAAAAAAAAAA,message,normal
txt: OMEGALUL  DOC DOESNT KNOW LUL OMEGALUL,message,normal
content: OMEGALUL PepoG,message,normal
txt: LUL LU;,message,normal
message: monkaHmm PND,message,normal
text: Post nut clarity gotta love it,message,normal
text: nooooo,message,normal
text: HAHAHAH,message,normal
text: the whole thing is too common,message,normal
msg: OMEGALUL DR K,message,normal
content: S U S S Y,message,normal
msg: atpRtsd3 atpRtsd4,message,normal
content: sus,message,normal
message: SUS,message,normal
content: drhgWTF,message,normal
txt: LMFAO,message,normal
message: SUS POGGERS,message,normal
txt: he's gonna make him describe it lol,message,normal
msg: SUS KEKW,message,normal
content: loĺlllllll,message,normal
"msg: Go Don go, luv this truth",message,normal
msg: sogTetra sogTetra,message,normal
msg: LULW HE AINT WRONG,message,normal
text: AYOOO,message,normal
text: post them nuts,message,normal
text: KINDA SUS,message,normal
text: AMOGA,message,normal
msg: sus...,message,normal
msg: my ears LUL,message,normal
message: Post nut shame,message,normal
message: SUS MATERIAL KEKW,message,normal
text: POST NUT,message,normal
txt: sus material OMEGALUL,message,normal
msg: SUS POGGERS POGGERS,message,normal
txt: sussy baka KEKW,message,normal
content: HAHAHA amazing,message,normal
txt: 🤨,message,normal
msg: GROSSSS,message,normal
content: post nut clarity he not lyin,message,normal
content: come over the water,message,normal
msg: sus\,message,normal
content: oh no OMEGALUL,message,normal
message: lmfao,message,normal
"msg: oh, instant regret",message,normal
content: KEKW sus,message,normal
message: shaaaaame,message,normal
message: AMOGN US POGGERS,message,normal
message: every time bro,message,normal
msg: SUS MATERIAL,message,normal
msg: SUSSY 😂,message,normal
text: Kappa sure,message,normal
msg: EXPLAINED,message,normal
content: AYAYA Clap,message,normal
text: SUSSY,message,normal
msg: AMOGUS,message,normal
txt: true LULW,message,normal
msg: understandable my guy,message,normal
msg: KEKW true,message,normal
txt: a wild post nut depression appears,message,normal
msg: SUS??,message,normal
content: Hearing a psychiatrist say post nut depression just made my week,message,normal
txt: TRUE,message,normal
content: NotLikeThis POST-NUT NotLikeThis,message,normal
content: Gross stuff KEKW,message,normal
txt: the shame,message,normal
content: I mean that makes sense,message,normal
text: lulw,message,normal
msg: dude is funny af,message,normal
text: shofuHaha shofuHaha shofuHaha shofuHaha shofuHaha,message,normal
msg: OMEGALUL . o 0 ( Sadge ),message,normal
msg: good on him for being honets!,message,normal
text: Thanks Dr. Dom Pog,message,normal
txt: Shame,message,normal
message: i cant even imagine what he looks up KEKW,message,normal
text: its just shame,message,normal
msg: i feel u man,message,normal
content: (,message,normal
txt: coomer sadge,message,normal
message: He definitely watches hentai LULW,message,normal
msg: i usually finish with a WoooHOOO,message,normal
msg: poor guy having to explain it LULW,message,normal
msg: You've lost him LMAO,message,normal
msg: sus nut clarity,message,normal
"txt: ""damn, not again"" - after you release",message,normal
msg: sussy boi,message,normal
message: OMEGALUL Tmi bro,message,normal
"text: nut, where? monkaHmm",message,normal
txt: must've been watching some weird stuff LUL,message,normal
text: or you buy some OF stuff and realize you paid waaayyyy too much for it ... dont buy of stuff LUL,message,normal
txt: NODDERS Clap,message,normal
message: ive been there man!,message,normal
content: postnut is real though LUL,message,normal
msg: HAHAHAHA,message,normal
msg: LMAOOOOOOOOOOOO,message,normal
content: TRUE TRUE,message,normal
message: CLIP IT HandsUp,message,normal
text: Dr K. is now enlightened about the post nut,message,normal
txt: enlightenment llol,message,normal
content: LMAOOOOOOOOOO,message,normal
text: @icyryno 100% lmaoo,message,normal
message: Copium,message,normal
text: TOO REAL Sadge,message,normal
message: Hahahahahayayy,message,normal
msg: YEAH TRUE,message,normal
msg: |,message,normal
message: wtf LUL,message,normal
content: yesss,message,normal
message: ha ha ha LUL,message,normal
text: its the clarity my dude,message,normal
txt: Zen,message,normal
content: just dont,message,normal
text: this is like when you whisper a joke and the teacher makes you explain to the class KEKW,message,normal
content: Catch a look at your reflection in the monitor Sadge,message,normal
message: omg guys grow up,message,normal
content: postnut is the best thing LUL,message,normal
"msg: yes, isn't that normal?",message,normal
content: post nut enlightenment POGGERS,message,normal
text: that is literally how it is,message,normal
content: just nut more 5Head,message,normal
msg: He reached englightenment 5Head,message,normal
msg: I do not wish to be horny anymore Sadge,message,normal
message: Sadge now I gotta clean myself up,message,normal
message: doc's gonna try it,message,normal
"txt: He's trying to say his ""post-nut-clarity"" is when he comes off his PC",message,normal
message: Yea thats about right,message,normal
msg: Casually addressing post nut clarity LUL,message,normal
content: OMEGALUL Post NUT I-,message,normal
msg: saved,message,normal
txt: drhgPepoG drhgPepoG drhgPepoG,message,normal
message: DR. K IS ALWAYS POST NUT OMEGALUL,message,normal
message: dr k doesn't know lol,message,normal
msg: enlightenment time,message,normal
content: same Sadge,message,normal
message: post anime binge clarity KEKW,message,normal
message: Clip it and ship it,message,normal
text: that does happen lol I feel the urge of listening to music.,message,normal
txt: NUT EVERYDAY KEKW,message,normal
txt: enlightened nut,message,normal
content: @HealthyGamer_GG a man will hyper focus on getting off that there is a wave of clarity that comes after it happens,message,normal
message: Post Nut Enlightenment 5Head,message,normal
txt: Kenjataimu,message,normal
msg: Sadge being alone and not having someone and having to use p0rn to supplant connection with another person,message,normal
text: no shot dr k doesnt know what post nut clarity is,message,normal
txt: i guess u guys do feel that way,message,normal
text: @Loern oh no forgot the paper Sadge,message,normal
txt: I'm addicted to being lazy,message,normal
text: post nut enlightenment 5Head `,message,normal
txt: i watch XXX for enlightenment 5Head,message,normal
content: doc learned a new term xD,message,normal
message: brb i’m angry,message,normal
content: sameeee,message,normal
content: you look good bro!,message,normal
message: Sadge same,message,normal
txt: SAME,message,normal
msg: but why hate on the people who do enjoy? like dont kick a man why hes down. just to say youre disgusted by it is kinda taboo. even though its a common war,message,normal
content: post PepoG nut depression PepoG,message,normal
text: BRB,message,normal
content: @kwesiquest OMEGALUL omg,message,normal
text: P OMEGALUL S T N OMEGALUL T,message,normal
content: Jeez,message,normal
message: Sadge I lost weight,message,normal
text: ooouu,message,normal
txt: monkaS,message,normal
message: I SEE HOW IT IS MATTY YOUR JUST NEVER GOING TO STREAM THEN?,message,normal
text: while,message,normal
message: better,message,normal
message: I gained like 40 pounds Sadge,message,normal
msg: that pandemic weight,message,normal
content: I literally gained 25 pounds too lmao,message,normal
msg: POST NUT MALONE Pog,message,normal
msg: Amateur numbers!,message,normal
message: 25 oof,message,normal
content: I gained 10 lbs,message,normal
txt: @KingKrishLIVE Mood Sadge,message,normal
txt: skinny fat Sadge,message,normal
text: What is dom’s dosha?,message,normal
content: !rule,message,normal
msg: comparing Sadge,message,normal
txt: @WhiteStar12 same here as well 25 pounds exactly wtf,message,normal
content: I gained no weight 😭,message,normal
content: /,message,normal
msg: fomo,message,normal
text: the nut Sadge,message,normal
message: @StaticShock7 Pitta probably,message,normal
msg: as you get older you just naturally get fatter .... ITS GONNA HAPPEN its physics,message,normal
text: I lost weight in quarantine LUL,message,normal
text: @fireballtheferret whats wrong with that,message,normal
msg: Motivation episode from Wednesday Pog,message,normal
message: losing the race PepeHands,message,normal
text: im fat Sadge,message,normal
msg: @StaticShock7 I'd guess pitta,message,normal
text: I GAINED WEIGHT TOO BibleThump,message,normal
message: I stopped filling my fridge with food and it helped,message,normal
message: MrDestructoid Process,message,normal
txt: same man,message,normal
msg: monkaHmm computing,message,normal
text: Oh that’s bad as athlete and nutrition major,message,normal
content: I wish I could gain weight lmao,message,normal
msg: i feel that so much holy shiot,message,normal
msg: me2 man Sadge,message,normal
txt: Sadge ness,message,normal
txt: give me the answer,message,normal
txt: should have said no KEKW,message,normal
txt: i gained 22lbs but thats ok in my book. I was always underweight and now im normal weight for my height,message,normal
content: I lost 10 kilos Sadge,message,normal
content: close chat 😡,message,normal
msg: hey dom HeyGuys,message,normal
txt: I've lost 40 lbs 🙂,message,normal
content: Sadge me too with the weight,message,normal
text: processing...please wait,message,normal
"text: @microwavek926, healthygamer_gg has been streaming for  1 hour 29 mins",message,normal
message: I gained 5kg. How much is that in pnds.,message,normal
msg: ],message,normal
content: I have so much trouble gaining weight BibleThump,message,normal
content: processing post nut monkaHmm,message,normal
"txt: you are lovely man, man <3",message,normal
message: Gotta be pitta. I relate heavy to this guy.,message,normal
txt: wanting to feel that original joy,message,normal
txt: oof that question,message,normal
txt: ( ( 5Head ) ),message,normal
content: @StaticShock7 probably pitta-vata,message,normal
txt: dont look at us monkaS,message,normal
msg: PepeLaugh He's looking at chat,message,normal
content: oh shit,message,normal
msg: I'm gonna die monkaW,message,normal
txt: just get in shape 4Head,message,normal
msg: @maxinemaxinemax 12 pounds,message,normal
"txt: @geauxtama, vata pitta imo yes",message,normal
text: I want 10 kilos,message,normal
content: monkaHmm . o ( monkaW ),message,normal
txt: reading chat KEKW,message,normal
text: Loaded,message,normal
message: He's googling post nut clarity,message,normal
msg: @cybercleric mood Sadge,message,normal
message: PepeLaugh looking at chat,message,normal
txt: shit got deep,message,normal
txt: think man think,message,normal
txt: YEP DEATH,message,normal
message: Sadge doom,message,normal
content: deth monkaW,message,normal
"txt: ""nothing i cant control""",message,normal
text: towards the grave is all i know LULW,message,normal
txt: But it’s understandable bc of rona,message,normal
text: #nopunchespulledtoday,message,normal
txt: my lie detector got a flash,message,normal
msg: you should try the olanzapine weight gain Its tilting,message,normal
msg: p;og,message,normal
msg: i... i dont know Sadge,message,normal
"txt: ""where r u headed"" --religion.",message,normal
txt: Dom -> Doom Sadge,message,normal
message: cult mission monkaW,message,normal
msg: what's the question? where are you headed?,message,normal
"text: Don't ask me that, not a good outlook gotta say",message,normal
txt: Pog quest,message,normal
msg: it's alright not to know in your 20s,message,normal
content: PepoRun,message,normal
txt: Doom,message,normal
content: you know,message,normal
message: is this korrectionz????????????,message,normal
txt: religious mission? mormon?,message,normal
txt: religion + guilt,message,normal
msg: Mormon Sadge,message,normal
content: Yep always seems easier than  it is,message,normal
message: I don't think any of us expected this last year Sadge,message,normal
content: does anyone know in their 20s?,message,normal
content: 5Head ah yes,message,normal
message: @er0zim college early 20s,message,normal
text: @rashmodan huh,message,normal
txt: EZ Clap,message,normal
txt: bro i relate to this man so muhc,message,normal
text: frontal lobe 5Head,message,normal
message: hot wife Pog,message,normal
message: that's not how u use that word monkaHmm,message,normal
txt: sex YEP,message,normal
txt: Smokin hot wife PogChamp,message,normal
txt: bruh 9-5s suck,message,normal
text: @kwesiquest ty,message,normal
message: ya smoking hot wife LUL,message,normal
content: that sounds awesome,message,normal
txt: but what do YOU want,message,normal
txt: YEP YEP,message,normal
text: amazing backyard,message,normal
"message: yeah, it could be worse...defnitely",message,normal
text: EZ TeaTime,message,normal
text: KKona,message,normal
content: upper class shit,message,normal
message: EZ Clap MY MAN,message,normal
text: KKonaW HELL YEAH BRUTHER,message,normal
text: liberal,message,normal
content: BBQ Pog,message,normal
message: @5dollarshake_ thanks man! deym!,message,normal
msg: LAN parties,message,normal
msg: where reality kicks in,message,normal
txt: alkBG,message,normal
message: too many plans,message,normal
msg: I just realized I can see a tiny Dr K in there zekeKEK,message,normal
txt: just vibe,message,normal
content: Dud,message,normal
msg: Sadge Clap,message,normal
msg: he seems uncomfortable sitting with emotions,message,normal
"txt: ""LIBERAL"" ???? KEKW",message,normal
content: and a rtx 3090,message,normal
message: EZ Chad,message,normal
msg: I wish I had that Sadge,message,normal
txt: EZ CHAD,message,normal
message: OMEGALUL Streamer,message,normal
text: 8),message,normal
message: Wolf of Wallstreet life OMEGALUL,message,normal
msg: Ego,message,normal
text: EZ Clap just chill,message,normal
"content: Hehehehe dreams, yah",message,normal
txt: create a cult YEP,message,normal
message: very pog,message,normal
txt: he is tho,message,normal
msg: do both,message,normal
message: FeelsStrongMan Clap,message,normal
content: EZ sub,message,normal
txt: Honestly just get an RTX 3090 and your life is set,message,normal
txt: ECLIPSE DR K POGGERS,message,normal
text: YEP start a cult YEP,message,normal
message: man we put a lot of pressure on ourselves these days,message,normal
message: WHAT DID I MISS is he a chad ?,message,normal
content: ez dubs,message,normal
msg: EZ strimmer,message,normal
message: OOOO,message,normal
content: porque no los dos?,message,normal
message: like angel and devil DarkMode DarkMode,message,normal
txt: monkaW CULT LEADER,message,normal
content: KEKW smth like that,message,normal
msg: cult leader YEP,message,normal
msg: IT'S DIFFICULT IN TODAY'S TIME BibleThump,message,normal
content: JUST DO BOTH KEKW,message,normal
content: two wolves,message,normal
text: monkaS put a line,message,normal
content: Hasan #2 EZ,message,normal
txt: TWO PATHS,message,normal
"message: , come out as gey",message,normal
message: Start a cult like Dr K EZ Clap,message,normal
message: scratch,message,normal
msg: u look like a dreamy sand  princess,message,normal
text: Hasan 2.0 Pog,message,normal
txt: BECOME A CULT LEADER LULW,message,normal
"text: @QuinnDT, yo happythoHug",message,normal
msg: i can relate,message,normal
text: Streamers changing the world OMEGALUL,message,normal
txt: I'd watch his stream,message,normal
content: adidas CHAD,message,normal
"txt: I dont think it's a pull between two worlds, I think he doesn't find any of it fulfilling",message,normal
msg: ADIDAS YEP,message,normal
txt: I would follow this guy if he became a Twitch nutritionist!,message,normal
text: Chadidas,message,normal
message: ADIDAS CHAD Pog,message,normal
msg: friday my dudes AYAYA,message,normal
message: adidaswhatever YEP,message,normal
content: adidas sponsor,message,normal
content: friday friday,message,normal
msg: adidas EZ,message,normal
content: weekend monkaW,message,normal
txt: Sports chat or twitch chat,message,normal
txt: WutFace,message,normal
message: is he a streamer?????,message,normal
content: chadidas,message,normal
text: AYAYA,message,normal
text: AYAYA Clap MY MAN,message,normal
content: Happy Friday meine Kerle,message,normal
msg: addidas,message,normal
msg: 0+ LULW,message,normal
message: Nothing,message,normal
msg: WATCH ME AYAYA,message,normal
txt: trick question monkaW,message,normal
msg: NaM,message,normal
message: they remain the same,message,normal
txt: AYAYA WTF,message,normal
message: dreamy sand prince LMAO,message,normal
txt: 0,message,normal
msg: thank god it's friday,message,normal
text: NANI?!,message,normal
msg: POGGERS !? POGGERS !? POGGERS !?,message,normal
text: ??????????,message,normal
content: OOOOF BibleThump,message,normal
msg: 5Head Clap,message,normal
message: what,message,normal
text: ??????????????,message,normal
msg: ilovenuggets asleepyLoves,message,normal
txt: KEKWait,message,normal
txt: Jebaited,message,normal
txt: ?????????????,message,normal
content: WOAH POGGERS,message,normal
message: ⁉️⁉️⁉️⁉️⁉️,message,normal
message: 5Head wow,message,normal
message: galaxy brain,message,normal
txt: CORRECT,message,normal
"msg: Yus, watch more anime!",message,normal
txt: 5Head ??,message,normal
message: wait what 5Head,message,normal
msg: ??????,message,normal
content: but cringe,message,normal
content: 9999999,message,normal
content: every one,message,normal
msg: nothing really matters 4Head,message,normal
content: AYAYA more anime it is,message,normal
text: GOTEM,message,normal
txt: at least 2 days,message,normal
message: all,message,normal
msg: all of them,message,normal
message: 10000,message,normal
txt: 3,message,normal
message: GUESS WE BINGEING ANIME THIS WEEKEND BOIS,message,normal
message: more than 2,message,normal
txt: its dynamic?,message,normal
text: about tree fiddy,message,normal
msg: 5 YEARS,message,normal
content: 16 years,message,normal
content: 6,message,normal
txt: forever,message,normal
text: My mind just exploded.,message,normal
txt: years,message,normal
txt: so you keep  false starting when you don't do anything,message,normal
msg: Thats incorrect,message,normal
txt: that just fucking completely blew my mind,message,normal
txt: 3 years,message,normal
text: 1 day,message,normal
message: 15 years?,message,normal
txt: 7 lifetimes,message,normal
content: No difference,message,normal
txt: 5 ?,message,normal
message: unknown,message,normal
txt: @ZeekaMika lETS GOO,message,normal
txt: 2 weeks,message,normal
message: YOU CANT QUANTIFY THAT 5Head,message,normal
text: 4????,message,normal
msg: 4 EZ,message,normal
msg: a lifetime,message,normal
text: 4?!,message,normal
text: who knows,message,normal
content: 4? CHAD,message,normal
msg: Physical condition degrades if not maintained,message,normal
message: brb getting a smokin hot wife,message,normal
text: 8 years,message,normal
text: 4??????,message,normal
txt: FOUR?,message,normal
content: 4 LMFAO,message,normal
message: 4 ?!,message,normal
msg: 4?,message,normal
msg: 4?????,message,normal
content: 4 PogChamp damn he fast,message,normal
msg: Four??,message,normal
txt: just 4 OMEGALUL,message,normal
message: 4,message,normal
txt: LMFAOOOOO,message,normal
msg: 4???? SO FAST KEKW,message,normal
txt: then wot? 4Head#,message,normal
content: Hoooly,message,normal
message: 4? Cap,message,normal
content: 12,message,normal
msg: 4??? guy is ambitions,message,normal
content: more like 10,message,normal
txt: QUICK MATH,message,normal
text: monkaHmm right,message,normal
message: welcum to me bizare,message,normal
text: 4 Sadge,message,normal
"message: i was thinking 10, but 4?",message,normal
message: EZ 4 IS ALL I NEED,message,normal
message: 5-7 years?,message,normal
message: 4>?>????? LULW what,message,normal
"text: Damn, for me I would need a new character",message,normal
message: BRO 4? EZ,message,normal
content: quick maths,message,normal
txt: 1300 days EZ,message,normal
content: He's a runner alright KEKW,message,normal
message: 4 THAT EZ,message,normal
message: 4???? holy shit,message,normal
content: 1460,message,normal
text: quick maths KEKW,message,normal
message: SPEEDRUNNING POGGERS,message,normal
content: 2 yil,message,normal
text: quick maffs,message,normal
message: Depends,message,normal
message: more like 7,message,normal
content: 4? U CAN'T BRO BibleThump,message,normal
msg: 4 years + 3 LULW,message,normal
txt: hes an athlete chat LULW,message,normal
text: just 4?,message,normal
content: That'd take me 15 years KEKW,message,normal
message: got em,message,normal
msg: 4 ?!?!,message,normal
txt: 1,message,normal
message: @oneonezero  lol,message,normal
content: dont fall for it LULW,message,normal
text: 1300 days,message,normal
message: But if you keep taking those 3 day breaks tho,message,normal
txt: thats my thinking 5Head,message,normal
content: TIME,message,normal
txt: 3 days x 52 LULW,message,normal
txt: nothin,message,normal
content: PepoG procrastinate more,message,normal
txt: hes gonna fall for it,message,normal
txt: Whats Kotour?,message,normal
content: challenge it dom,message,normal
msg: Pog Kotor,message,normal
txt: the slippery slope,message,normal
msg: PepoG DO NOTHING KEKW,message,normal
content: thats dangerous thinking,message,normal
txt: KOTOR POGGERS GREAT GAME,message,normal
msg: because 3hrs will turn into 1 month,message,normal
content: Kotor pog,message,normal
text: 1 week,message,normal
text: I kove KOTOR 🙂,message,normal
txt: uh oh,message,normal
message: But if you keep wasting 2 days over & over though...,message,normal
content: Poggers KOTOR,message,normal
txt: kotor Pog,message,normal
txt: based kotor,message,normal
text: PepoG play more video games,message,normal
txt: im bout to play swotor actually PogChamp,message,normal
content: Jebaited inc,message,normal
content: that's days could've been spent for the goal,message,normal
text: the problem is it's not just 1 or 2 weeks Kappa,message,normal
txt: it doesn't stop at 3 days,message,normal
text: rationalising PepeLaugh,message,normal
text: cost more in the grand scheme,message,normal
content: KotOR GOATED GAME,message,normal
msg: yep,message,normal
txt: so much time go get it,message,normal
message: 4 years+(3 days)^x,message,normal
message: @EirBen KEKW,message,normal
text: I think its because Lee from naruto had to train everyday,message,normal
content: but would the friends allow you to reach the goal either???,message,normal
text: opportunity cost,message,normal
content: make new plan now,message,normal
"msg: 0,2%",message,normal
txt: 🧠,message,normal
msg: u were fukin jackin like a coked up Dracula,message,normal
text: gut health is very important for mental health as well,message,normal
msg: glow up now or face the wrath of my pet cat fluffles,message,normal
message: brain  don't see 5 years brain sees 5 sesc,message,normal
msg: @TheFroCommander yis,message,normal
txt: can we refund our brain and get a new one?,message,normal
content: oh interesting,message,normal
message: ^,message,normal
msg: brain pls 🧠,message,normal
text: @pogchamp_is_whack30303030 just say no Kappa,message,normal
content: OMEGALUL TRUE,message,normal
content: actually good advice,message,normal
content: you can replay 500 times KotOR in 5 years 5Head,message,normal
content: I AM Kapp,message,normal
msg: cram the night before KEKW,message,normal
txt: actually true,message,normal
content: i lost the habit Sadge,message,normal
msg: PepoG evolved to procrastinate,message,normal
text: study for 2 days before exams,message,normal
message: LULW SAME,message,normal
message: Knowing where to start is the hardest,message,normal
message: anime is absorbing my reality into fantasy,message,normal
txt: not even 3 days before KEKW,message,normal
txt: DUUUUDE i totally do that,message,normal
msg: notice only 4 people say they study 1 month before KEKW,message,normal
text: YEP that's why i dropped out,message,normal
txt: PepoG I'm default,message,normal
content: Sadge fucked,message,normal
msg: chat what if youre addicted to studying monkaHmm,message,normal
content: NotLikeThis Brain,message,normal
msg: 👉 🧠 this mf got some explaining to do,message,normal
msg: im screwed monkaW,message,normal
content: NotLikeThis NotLikeThis NotLikeThis,message,normal
txt: @Makloe 4 LIARS,message,normal
message: C OMEGALUL ST,message,normal
content: Brain think he 5Head but actually pepega,message,normal
text: @killermonk_ow chad,message,normal
content: but those weekends add up NotLikeThis,message,normal
"message: know your limits, ez",message,normal
msg: wait theres more days?,message,normal
msg: PepoG study at the last minute,message,normal
msg: Kapp,message,normal
text: HeyGuys100 HeyGuys100 HeyGuys100 HeyGuys100 HeyGuys100,message,normal
text: kayla_jolie just cheered 500 bits PogChamp,message,normal
text: NotLikeThis here comes the panic,message,normal
msg: except when its the end of days AYAYA,message,normal
content: @killermonk_ow  good,message,normal
content: THOSE DAYS WILL GET PAST IN A SNAP BibleThump BibleThump,message,normal
txt: I still haven’t studied NotLikeThis NotLikeThis NotLikeThis,message,normal
txt: Then get drunk and forget,message,normal
message: So true and it's Sadge,message,normal
text: wait til next weekend PepoG,message,normal
text: MY MOM USED TO STUDY ON HER FREE TIME OMEGALUL,message,normal
message: Just live forever bro,message,normal
message: and gets worse if you do it last minute and somewhat succeed because now you get confirmation that your approach worked so it will work again,message,normal
message: but we dont live forever,message,normal
msg: its was over the second it piled up,message,normal
message: forest4Cozy,message,normal
text: brain pepeMeltdown,message,normal
text: damn right,message,normal
message: just do it 4Head,message,normal
content: Later is my favorite word,message,normal
message: Studying is for humans and not animals PepoG,message,normal
content: and the country is burning down NotLikeThis,message,normal
content: gachiHYPER,message,normal
"msg: omg this has been me with my bad job, every weekend I play games and say I'll apply tomorrow/next weekend",message,normal
msg: If you say there's always tomorrow then you'll keep saying it until there is no more tomorrows. - Fearless Motivation,message,normal
"txt: @sparkblast yep, most of the time it works",message,normal
message: Depression is anger turned inward - Freud,message,normal
message: COW GO MOO PepoG,message,normal
message: yeA,message,normal
message: monkaW procrastination meta,message,normal
"content: Staff, is this generally what we can expect from personal coaching?",message,normal
txt: @cybercleric BARS,message,normal
txt: and everyone else,message,normal
txt: drhgPog drhgPog drhgPog drhgPog,message,normal
message: shove a chainsaw in their face,message,normal
txt: U DONT GET IT DAD PepeHands,message,normal
"text: @LMdoubleG also cherry on top you develop a big ego thinking you're so smart you do good while studying less which also makes your ""top gear"" slower than it should",message,normal
message: chat is he going to post this on youtube?,message,normal
txt: lack of emotional bond,message,normal
"text: I believe I have ADD. How can I stop obsessively gaming, obsessively worrying about social settings and relax",message,normal
content: Same I really relate,message,normal
msg: @usjsjsusjdnsjsue whatt,message,normal
"content: ""jealous"" good KEKW",message,normal
text: stop talking about the fookin divy,message,normal
content: low divorce rate Sadge,message,normal
message: Utah Sadge,message,normal
msg: fukin terrifying shit,message,normal
message: @eddclip for sure,message,normal
txt: lolll this interview,message,normal
msg: Oh brother u just havent seen the other side,message,normal
txt: @martyr0e Professional help. Coping mechanisms. Medication. /r/ADHD  can be a good start.,message,normal
msg: Grass is always greener on the other sie,message,normal
text: @martyr0e just stop thinking 4Head,message,normal
msg: just dont give afuck 4Head,message,normal
message: ))),message,normal
"txt: @sparkblast yep, real screwd up shit",message,normal
text: IT DOES,message,normal
"msg: usually fake stability, only showcase for others on the outside, every family has issues. no single one is totally functional",message,normal
message: aww,message,normal
text: so is it don or dom,message,normal
content: WHAT THE HELL I HAVE TO DO TO GET A TALK WITH DR K,message,normal
txt: knxYUH,message,normal
text: The inner child will really mess you up Sadge,message,normal
txt: 4 Christmases Pog,message,normal
txt: umm,message,normal
msg: @elfcakez dom which is short for dominik,message,normal
"message: @martyr0e Stop believing you have ADD for a start. If you really think that's it, go get diagnosed. Otherwise, start by not assuming and realise most people deal with the same issues and talk to people about it.",message,normal
msg: i was rejected from my community because im not relegious,message,normal
"content: Damn, this is so high quality",message,normal
txt: communcation,message,normal
message: Is the name DOM like dominic or DON like the last president?,message,normal
text: @jvp95 donate one million US dollars,message,normal
txt: dom,message,normal
msg: @sarkicism Sorry to hear that,message,normal
content: @juanandjamal Pretty sure it's Dom but Dr. K's been saying Don,message,normal
txt: @juanandjamal I hear dom,message,normal
message: Dominic,message,normal
message: dom like wilkins,message,normal
message: pepeHands,message,normal
text: take initiative,message,normal
txt: Sadge yeah,message,normal
msg: don Jebaited,message,normal
msg: Doninic?,message,normal
text: Dom is his name yes,message,normal
content: yeah never saw that either,message,normal
text: samesies,message,normal
message: is there a true love tho,message,normal
txt: DOM like document object model,message,normal
txt: love in 2k21 PepeLaugh,message,normal
text: 100% agree,message,normal
msg: DOM like in fast & furious,message,normal
txt: i feel that man pain Sadge,message,normal
"message: @Mithril87 He started stream saying ""It's Dominic but call me DOm""",message,normal
